Compound Name,FileName,Variety,Component RT,Peak,tR_best,m/z,Intensity,norm_name,is_aroma,Aroma Description
Nonanal,SUNDANCE.csv,SUNDANCE,12.0794833333333,253,12.102,57,13552678.893455956,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Hexanoic acid,SUNDANCE.csv,SUNDANCE,13.2402333333333,286,13.243,78,135753.56710283516,hexanoicacid,True,"Fatty, sweaty, rancid"
Decanal,SUNDANCE.csv,SUNDANCE,13.5939166666667,297,13.587,59,106427.45241219584,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,SUNDANCE.csv,SUNDANCE,13.70645,300,13.703,120,20996.58242862444,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,SUNDANCE.csv,SUNDANCE,15.0376166666667,343,15.031,55,135988.32719713915,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,SUNDANCE.csv,SUNDANCE,16.3591166666667,386,16.349,58,312264.0855620256,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
1-Nonanol,SUNDANCE.csv,SUNDANCE,18.6709666666667,463,18.668,135,13244.411636526553,1nonanol,True,"Waxy, floral, oily"
Acetophenone,SUNDANCE.csv,SUNDANCE,19.3108166666667,484,19.314,57,197827.62473174132,acetophenone,True,"Floral, sweet, almond-like"
Isoamyl acetate,SUNDANCE.csv,SUNDANCE,23.02455,615,23.031,77,416382.217945942,isoamylacetate,True,"Banana, fruity, sweet"
"Butanal, 3-methyl-",ALTURAS.csv,ALTURAS,2.89,32,2.895,44,1146548.5521852446,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,ALTURAS.csv,ALTURAS,5.26537091332493,88,5.263,67,50633.268086495125,hexanal,True,"Green, grassy, fresh-cut potato"
Heptanal,ALTURAS.csv,ALTURAS,7.92201666666667,130,7.913,57,83795.46174711816,heptanal,True,"Fatty, citrus-like, slightly green"
Benzaldehyde,ALTURAS.csv,ALTURAS,9.31634427188598,165,9.322,85,16639.394618570535,benzaldehyde,True,"Almond, cherry, sweet"
Octanal,ALTURAS.csv,ALTURAS,10.18885,195,10.179,59,100774.26922097582,octanal,True,"Citrus, fruity, green"
Hexanol,ALTURAS.csv,ALTURAS,10.7000833333333,209,10.699,92,25678.341552422025,hexanol,True,"Green, grassy, herbaceous"
Nonanal,ALTURAS.csv,ALTURAS,12.0762666666667,253,12.102,57,17715130.905323684,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Tetramethylpyrazine,ALTURAS.csv,ALTURAS,12.6775333333333,268,12.671,70,1827852.9453911388,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Decanal,ALTURAS.csv,ALTURAS,13.70645,300,13.703,120,40870.661520132366,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,ALTURAS.csv,ALTURAS,15.0343833333333,343,15.031,55,416744.6112701772,decanal,True,"Citrus, fatty, waxy, potato-like"
Pentanal,ALTURAS.csv,ALTURAS,15.6485166666667,364,15.665,71,5011354.041313884,pentanal,True,"Fatty, green, pungent"
1-Heptanol,ALTURAS.csv,ALTURAS,17.2915666666667,419,17.295,104,84377.86422798045,1heptanol,True,"Floral, herbal, fatty"
Acetophenone,ALTURAS.csv,ALTURAS,18.2047333333333,448,18.208,103,3357859.765751041,acetophenone,True,"Floral, sweet, almond-like"
Acetophenone,ALTURAS.csv,ALTURAS,19.3108166666667,484,19.314,57,68095.52249647713,acetophenone,True,"Floral, sweet, almond-like"
"Butanal, 3-methyl-",ALTURAS.csv,ALTURAS,20.57445,527,20.567,85,552430.792366039,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
3-Octanone,ALTURAS.csv,ALTURAS,20.8670333333333,537,20.855,41,744109.1932951622,3octanone,True,"Mushroom, earthy, fatty"
2-Isopropyl-3-methoxypyrazine,ALTURAS.csv,ALTURAS,21.1242666666667,546,21.114,99,1124214.8145079713,2isopropyl3methoxypyrazine,True,"Green, earthy, potato peel-like"
2-Nonanone,ALTURAS.csv,ALTURAS,21.8573666666667,574,21.846,139,56252.58333310396,2nonanone,True,"Fatty, floral, soapy"
"Butanal, 3-methyl-",BARAKA.csv,BARAKA,2.89933333333333,32,2.895,44,4109835.659018261,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Heptanal,BARAKA.csv,BARAKA,7.93778333333333,131,7.933,56,29157.54605981808,heptanal,True,"Fatty, citrus-like, slightly green"
Benzaldehyde,BARAKA.csv,BARAKA,9.3236,165,9.322,85,11165.233553250006,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,BARAKA.csv,BARAKA,9.52616666666667,172,9.542,79,252857.45098948,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Hexanol,BARAKA.csv,BARAKA,9.77696666666667,180,9.767,60,31349.184176604344,hexanol,True,"Green, grassy, herbaceous"
Octanal,BARAKA.csv,BARAKA,10.1949666666667,195,10.179,59,38948.42645589943,octanal,True,"Citrus, fruity, green"
Hexanol,BARAKA.csv,BARAKA,10.6997833333333,209,10.699,92,11465.571948957328,hexanol,True,"Green, grassy, herbaceous"
Nonanal,BARAKA.csv,BARAKA,12.0791666666667,253,12.102,57,18332423.9354097,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,BARAKA.csv,BARAKA,13.7061333333333,300,13.703,120,21913.111608197312,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,BARAKA.csv,BARAKA,19.3137166666667,484,19.314,57,64550.57252020072,acetophenone,True,"Floral, sweet, almond-like"
Hexanal,ESCORT.csv,ESCORT,5.28538333333333,89,5.289,56,1398127.01009505,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,ESCORT.csv,ESCORT,9.32892016378202,165,9.322,85,13909.697059642614,benzaldehyde,True,"Almond, cherry, sweet"
Octanal,ESCORT.csv,ESCORT,10.1952333333333,195,10.179,59,36007.81572002378,octanal,True,"Citrus, fruity, green"
Hexanol,ESCORT.csv,ESCORT,10.7000093678896,209,10.699,92,12757.19773159762,hexanol,True,"Green, grassy, herbaceous"
Nonanal,ESCORT.csv,ESCORT,12.079641957215,253,12.102,57,12860373.188712984,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,ESCORT.csv,ESCORT,13.7064,300,13.703,120,28619.90281544213,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,ESCORT.csv,ESCORT,19.3139833333333,484,19.314,57,70885.25120963693,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",FRISIA.csv,FRISIA,2.19472634501156,10,2.183,45,14563711.03422402,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",FRISIA.csv,FRISIA,2.8998,32,2.895,44,3133959.6653253976,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Pentanal,FRISIA.csv,FRISIA,3.31458333333333,46,3.315,44,1283015.442795545,pentanal,True,"Fatty, green, pungent"
Hexanal,FRISIA.csv,FRISIA,5.28238333333333,89,5.289,56,1886303.6308029492,hexanal,True,"Green, grassy, fresh-cut potato"
Furfural,FRISIA.csv,FRISIA,6.2084,98,6.221,39,58968.22398349181,furfural,True,"Sweet, almond, caramel"
Benzaldehyde,FRISIA.csv,FRISIA,9.32308370222696,165,9.322,85,22097.07036542126,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,FRISIA.csv,FRISIA,10.7034666666667,209,10.699,92,27030.550636830685,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,FRISIA.csv,FRISIA,11.4622833333333,233,11.452,69,208436.26167025007,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,FRISIA.csv,FRISIA,12.08285,253,12.102,57,21098957.537776116,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,FRISIA.csv,FRISIA,13.5972833333333,297,13.587,59,342501.99218804215,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,FRISIA.csv,FRISIA,13.7066,300,13.703,120,221184.8853660548,decanal,True,"Citrus, fatty, waxy, potato-like"
Ethanol,FRISIA.csv,FRISIA,13.98955,308,13.989,57,1011484.0448015044,ethanol,True,"Alcoholic, sweet"
"2-Propanone, 1-methoxy-",FRISIA.csv,FRISIA,14.25965,317,14.247,88,3524733.5550550167,2propanone1methoxy,True,"Solvent, ether-like"
"2-Propanone, 1-methoxy-",FRISIA.csv,FRISIA,14.3271666666667,319,14.317,59,12821460.683644269,2propanone1methoxy,True,"Solvent, ether-like"
Methyl butanoate,FRISIA.csv,FRISIA,15.49755,358,15.494,87,737985.9421028435,methylbutanoate,True,"Apple, fruity, sweet"
Decanal,FRISIA.csv,FRISIA,17.2949333333333,419,17.295,104,138137.20753173006,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,FRISIA.csv,FRISIA,18.4942666666667,458,18.497,105,1108313.8542135064,decanal,True,"Citrus, fatty, waxy, potato-like"
1-Octen-3-ol,FRISIA.csv,FRISIA,18.6743333333333,463,18.668,135,17482.761645766583,1octen3ol,True,"Mushroom, earthy, raw potato"
Acetophenone,FRISIA.csv,FRISIA,19.3174,484,19.314,57,528171.6831664516,acetophenone,True,"Floral, sweet, almond-like"
"Butanal, 3-methyl-",MARILYN.csv,MARILYN,2.90285,32,2.895,44,2975376.227606703,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
"Butanal, 3-methyl-",MARILYN.csv,MARILYN,3.37871666666667,47,3.38,81,1197344.1601830446,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,MARILYN.csv,MARILYN,5.28541666666667,89,5.289,56,12381992.394837966,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,MARILYN.csv,MARILYN,9.3216838425512,165,9.322,85,33568.76554010118,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,MARILYN.csv,MARILYN,10.7065166666667,209,10.699,92,45185.129109039735,hexanol,True,"Green, grassy, herbaceous"
Nonanal,MARILYN.csv,MARILYN,12.0826833333333,253,12.102,57,21252554.62376773,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,MARILYN.csv,MARILYN,13.5971166666667,297,13.587,59,325246.5568268775,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,MARILYN.csv,MARILYN,13.70965,300,13.703,120,247043.06355458623,decanal,True,"Citrus, fatty, waxy, potato-like"
"2-Propanone, 1-methoxy-",MARILYN.csv,MARILYN,14.2626833333333,317,14.247,88,4024718.0348284175,2propanone1methoxy,True,"Solvent, ether-like"
"2-Propanone, 1-methoxy-",MARILYN.csv,MARILYN,14.3302166666667,320,14.343,71,688521.7886567547,2propanone1methoxy,True,"Solvent, ether-like"
Methyl butanoate,MARILYN.csv,MARILYN,15.5006,358,15.494,87,545434.6561907628,methylbutanoate,True,"Apple, fruity, sweet"
Decanal,MARILYN.csv,MARILYN,17.2979833333333,419,17.295,104,144775.9646998434,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,MARILYN.csv,MARILYN,18.4941,458,18.497,105,1032980.4691911506,decanal,True,"Citrus, fatty, waxy, potato-like"
1-Octen-3-ol,MARILYN.csv,MARILYN,18.67415,463,18.668,135,18915.71198469118,1octen3ol,True,"Mushroom, earthy, raw potato"
Acetophenone,MARILYN.csv,MARILYN,19.3172333333333,484,19.314,57,577439.0315654239,acetophenone,True,"Floral, sweet, almond-like"
3-Heptanone,MARILYN.csv,MARILYN,19.8477666666667,504,19.865,57,9850003.7745663,3heptanone,True,"Cheesy, earthy, fruity"
"2-Propanone, 1-methoxy-",ORIANA.csv,ORIANA,2.18895,10,2.183,45,15906818.10485438,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",ORIANA.csv,ORIANA,2.90276666666667,32,2.895,44,4878545.57773314,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,ORIANA.csv,ORIANA,5.29123761276764,89,5.289,56,1228752.34933676,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,ORIANA.csv,ORIANA,9.33120891124663,165,9.322,85,3129.2938343315354,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,ORIANA.csv,ORIANA,9.5296,172,9.542,79,116460.69545609388,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,ORIANA.csv,ORIANA,10.2016166666667,196,10.218,43,1310821.9105648932,octanal,True,"Citrus, fruity, green"
Hexanol,ORIANA.csv,ORIANA,10.7032166666667,209,10.699,92,11010.206222978042,hexanol,True,"Green, grassy, herbaceous"
Nonanal,ORIANA.csv,ORIANA,12.0826,253,12.102,57,11083412.79842807,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,ORIANA.csv,ORIANA,13.60025,297,13.587,59,58625.98629862065,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,ORIANA.csv,ORIANA,13.7127833333333,300,13.703,120,17171.09330999815,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,ORIANA.csv,ORIANA,15.0407166666667,343,15.031,55,149802.54874766478,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,ORIANA.csv,ORIANA,16.3622333333333,386,16.349,58,261358.36672841167,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
1-Nonanol,ORIANA.csv,ORIANA,18.67085,463,18.668,135,11007.923003551105,1nonanol,True,"Waxy, floral, oily"
Acetophenone,ORIANA.csv,ORIANA,19.31715,484,19.314,57,134772.115260134,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",SAGITTA.csv,SAGITTA,2.18888333333333,10,2.183,45,15789596.366662825,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",SAGITTA.csv,SAGITTA,2.89948333333333,32,2.895,44,3244203.1769012604,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,SAGITTA.csv,SAGITTA,5.28452296022289,89,5.289,56,1743419.182767206,hexanal,True,"Green, grassy, fresh-cut potato"
Heptanal,SAGITTA.csv,SAGITTA,7.93793333333333,131,7.933,56,23007.486527268386,heptanal,True,"Fatty, citrus-like, slightly green"
Benzaldehyde,SAGITTA.csv,SAGITTA,9.32171998073253,165,9.322,85,29277.84461801107,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,SAGITTA.csv,SAGITTA,10.70315,209,10.699,92,34578.40348737253,hexanol,True,"Green, grassy, herbaceous"
Nonanal,SAGITTA.csv,SAGITTA,12.0825333333333,253,12.102,57,22812952.032224327,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,SAGITTA.csv,SAGITTA,13.5969666666667,297,13.587,59,373583.84381142986,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,SAGITTA.csv,SAGITTA,13.7095,300,13.703,120,243342.0813468629,decanal,True,"Citrus, fatty, waxy, potato-like"
Ethanol,SAGITTA.csv,SAGITTA,13.9860166666667,308,13.989,57,1186504.4033326504,ethanol,True,"Alcoholic, sweet"
"2-Propanone, 1-methoxy-",SAGITTA.csv,SAGITTA,14.26255,317,14.247,88,3876331.947199064,2propanone1methoxy,True,"Solvent, ether-like"
"2-Propanone, 1-methoxy-",SAGITTA.csv,SAGITTA,14.3300666666667,320,14.343,71,619084.7284258666,2propanone1methoxy,True,"Solvent, ether-like"
Methyl butanoate,SAGITTA.csv,SAGITTA,15.50045,358,15.494,87,744963.1520498596,methylbutanoate,True,"Apple, fruity, sweet"
Decanal,SAGITTA.csv,SAGITTA,17.2978333333333,419,17.295,104,165236.1188992351,decanal,True,"Citrus, fatty, waxy, potato-like"
1-Nonanol,SAGITTA.csv,SAGITTA,18.6740166666667,463,18.668,135,20241.28577940695,1nonanol,True,"Waxy, floral, oily"
Acetophenone,SAGITTA.csv,SAGITTA,19.3203,484,19.314,57,576590.0964496112,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",SUPERIOR.csv,SUPERIOR,2.19218333333333,10,2.183,45,15171193.053389778,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",SUPERIOR.csv,SUPERIOR,2.89956666666667,32,2.895,44,2962706.655814306,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Pentanal,SUPERIOR.csv,SUPERIOR,3.31433333333333,46,3.315,44,2506661.408266104,pentanal,True,"Fatty, green, pungent"
"Butanal, 3-methyl-",SUPERIOR.csv,SUPERIOR,3.69375,53,3.699,56,46062.251872779205,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,SUPERIOR.csv,SUPERIOR,9.32551770994083,165,9.322,85,23293.08924390663,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,SUPERIOR.csv,SUPERIOR,9.76767320821925,180,9.767,60,66337.07167669803,hexanol,True,"Green, grassy, herbaceous"
Octanal,SUPERIOR.csv,SUPERIOR,10.1952,195,10.179,59,37310.96454609975,octanal,True,"Citrus, fruity, green"
Hexanol,SUPERIOR.csv,SUPERIOR,10.7032166666667,209,10.699,92,13818.050874117118,hexanol,True,"Green, grassy, herbaceous"
Nonanal,SUPERIOR.csv,SUPERIOR,12.0794,253,12.102,57,14265156.912752865,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,SUPERIOR.csv,SUPERIOR,13.7095833333333,300,13.703,120,33859.40259961337,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,SUPERIOR.csv,SUPERIOR,19.3107333333333,484,19.314,57,102297.9338592812,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",NICOLA.csv,NICOLA,2.18896666666667,10,2.183,45,15356995.789133864,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",NICOLA.csv,NICOLA,2.89955,32,2.895,44,4624744.474243923,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,NICOLA.csv,NICOLA,5.28535,89,5.289,56,1644541.942022955,hexanal,True,"Green, grassy, fresh-cut potato"
Heptanal,NICOLA.csv,NICOLA,7.93801666666667,131,7.933,56,29127.83638830377,heptanal,True,"Fatty, citrus-like, slightly green"
Benzaldehyde,NICOLA.csv,NICOLA,9.3174,165,9.322,85,26822.896016777944,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,NICOLA.csv,NICOLA,10.7032166666667,209,10.699,92,35249.95314230353,hexanol,True,"Green, grassy, herbaceous"
Nonanal,NICOLA.csv,NICOLA,12.0826,253,12.102,57,24111125.782696724,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,NICOLA.csv,NICOLA,13.5970333333333,297,13.587,59,387581.1260842088,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,NICOLA.csv,NICOLA,13.7095833333333,300,13.703,120,272178.61549872794,decanal,True,"Citrus, fatty, waxy, potato-like"
Ethanol,NICOLA.csv,NICOLA,13.9861,308,13.989,57,1252152.5213212797,ethanol,True,"Alcoholic, sweet"
"2-Propanone, 1-methoxy-",NICOLA.csv,NICOLA,14.2626166666667,317,14.247,88,4180500.755124504,2propanone1methoxy,True,"Solvent, ether-like"
"2-Propanone, 1-methoxy-",NICOLA.csv,NICOLA,14.3301333333333,320,14.343,71,709316.9595707424,2propanone1methoxy,True,"Solvent, ether-like"
Methyl butanoate,NICOLA.csv,NICOLA,15.4973166666667,358,15.494,87,665187.7175899682,methylbutanoate,True,"Apple, fruity, sweet"
Tetramethylpyrazine,NICOLA.csv,NICOLA,16.36225,386,16.349,58,1051432.9172814344,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Decanal,NICOLA.csv,NICOLA,17.2979166666667,419,17.295,104,167261.90672908063,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,NICOLA.csv,NICOLA,18.4908,458,18.497,105,1072876.33245079,decanal,True,"Citrus, fatty, waxy, potato-like"
1-Octen-3-ol,NICOLA.csv,NICOLA,18.6740833333333,463,18.668,135,19438.5500117045,1octen3ol,True,"Mushroom, earthy, raw potato"
Acetophenone,NICOLA.csv,NICOLA,19.31715,484,19.314,57,594158.3580192846,acetophenone,True,"Floral, sweet, almond-like"
"Butanal, 3-methyl-",ALTHEA.csv,ALTHEA,2.89635,32,2.895,44,2008192.5939211932,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Pentanal,ALTHEA.csv,ALTHEA,3.31113333333333,46,3.315,44,2011933.825099012,pentanal,True,"Fatty, green, pungent"
"2-Propanone, 1-methoxy-",ALTHEA.csv,ALTHEA,8.88978333333333,152,8.912,72,41279.04274224424,2propanone1methoxy,True,"Solvent, ether-like"
Benzaldehyde,ALTHEA.csv,ALTHEA,9.33440158227083,165,9.322,85,92347.79706787415,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,ALTHEA.csv,ALTHEA,9.76434403560331,180,9.767,60,165321.5706269488,hexanol,True,"Green, grassy, herbaceous"
Hexanol,ALTHEA.csv,ALTHEA,10.7289666666667,210,10.731,70,5036606.963805619,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,ALTHEA.csv,ALTHEA,11.4780828167651,234,11.478,105,5251614.697346275,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,ALTHEA.csv,ALTHEA,12.10835,253,12.102,57,30711175.93346511,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,ALTHEA.csv,ALTHEA,13.7321,301,13.732,57,9456029.58619698,decanal,True,"Citrus, fatty, waxy, potato-like"
Ethanol,ALTHEA.csv,ALTHEA,14.0054,309,14.018,133,155804.83358396258,ethanol,True,"Alcoholic, sweet"
Methyl butanoate,ALTHEA.csv,ALTHEA,15.5262666666667,359,15.523,129,5897436.427868853,methylbutanoate,True,"Apple, fruity, sweet"
Decanal,ALTHEA.csv,ALTHEA,17.3300833333333,420,17.317,69,12331776.89844332,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,ALTHEA.csv,ALTHEA,18.5229833333333,459,18.539,71,874899.9840342549,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,ALTHEA.csv,ALTHEA,19.3621833333333,486,19.362,106,2792677.065122273,acetophenone,True,"Floral, sweet, almond-like"
"Butanal, 3-methyl-",ALTHEA.csv,ALTHEA,20.6161666666667,529,20.612,43,2163251.2881427226,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
3-Octanone,ALTHEA.csv,ALTHEA,20.90555,539,20.903,57,15606838.179652415,3octanone,True,"Mushroom, earthy, fatty"
2-Nonanone,ALTHEA.csv,ALTHEA,21.8862333333333,575,21.878,57,10106247.974914793,2nonanone,True,"Fatty, floral, soapy"
Hexanoic acid,ALTHEA.csv,ALTHEA,22.45215,593,22.444,57,838442.7456421161,hexanoicacid,True,"Fatty, sweaty, rancid"
Hexanal,ANIVIA.csv,ANIVIA,5.28868333333333,89,5.289,56,3108765.236013164,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,ANIVIA.csv,ANIVIA,9.33822232080845,166,9.348,76,240557.05858560055,benzaldehyde,True,"Almond, cherry, sweet"
Octanal,ANIVIA.csv,ANIVIA,10.2178166666667,196,10.218,43,2093625.069336601,octanal,True,"Citrus, fruity, green"
Hexanol,ANIVIA.csv,ANIVIA,10.7162,210,10.731,70,1593566.123871794,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,ANIVIA.csv,ANIVIA,11.4782333333333,234,11.478,105,1337140.9459329275,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,ANIVIA.csv,ANIVIA,12.1020166666667,253,12.102,57,13050950.150920598,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,ANIVIA.csv,ANIVIA,13.6196666666667,298,13.616,57,1444938.2079647365,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,ANIVIA.csv,ANIVIA,13.7289833333333,301,13.732,57,2524508.060912112,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,ANIVIA.csv,ANIVIA,15.0601333333333,344,15.06,57,1116080.4431409251,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,ANIVIA.csv,ANIVIA,16.3848666666667,387,16.385,57,2997339.131585562,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,ANIVIA.csv,ANIVIA,19.33335,485,19.336,181,197140.0674438579,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",DONALD.csv,DONALD,2.17372180783437,10,2.183,45,7636135.726414933,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",DONALD.csv,DONALD,2.89326666666667,32,2.895,44,2330336.469752993,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,DONALD.csv,DONALD,9.33387991154803,165,9.322,85,83897.85073175999,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,DONALD.csv,DONALD,9.75805,179,9.751,43,200207.22311666975,hexanol,True,"Green, grassy, herbaceous"
Hexanol,DONALD.csv,DONALD,10.7258666666667,210,10.731,70,4478165.174294494,hexanol,True,"Green, grassy, herbaceous"
Nonanal,DONALD.csv,DONALD,12.10525,253,12.102,57,25375380.569197588,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,DONALD.csv,DONALD,13.7322166666667,301,13.732,57,5836701.609797032,decanal,True,"Citrus, fatty, waxy, potato-like"
Ethanol,DONALD.csv,DONALD,13.9991,308,13.989,57,2181064.13259674,ethanol,True,"Alcoholic, sweet"
"2-Propanone, 1-methoxy-",DONALD.csv,DONALD,14.2884833333333,318,14.288,45,3216759.4296870218,2propanone1methoxy,True,"Solvent, ether-like"
"2-Propanone, 1-methoxy-",DONALD.csv,DONALD,14.356,320,14.343,71,817863.059695349,2propanone1methoxy,True,"Solvent, ether-like"
Methyl butanoate,DONALD.csv,DONALD,15.5231666666667,359,15.523,129,5052947.169276704,methylbutanoate,True,"Apple, fruity, sweet"
Decanal,DONALD.csv,DONALD,17.3269833333333,420,17.317,69,10612817.459039932,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,DONALD.csv,DONALD,18.5198833333333,459,18.539,71,794490.2237475514,decanal,True,"Citrus, fatty, waxy, potato-like"
1-Octen-3-ol,DONALD.csv,DONALD,18.69995,464,18.697,83,4015473.178723139,1octen3ol,True,"Mushroom, earthy, raw potato"
Acetophenone,DONALD.csv,DONALD,19.3558833333333,486,19.362,106,2564662.192830961,acetophenone,True,"Floral, sweet, almond-like"
1-Heptanol,DONALD.csv,DONALD,19.64205,496,19.647,71,2110976.359819838,1heptanol,True,"Floral, herbal, fatty"
3-Octanone,DONALD.csv,DONALD,20.9024666666667,539,20.903,57,13145244.295594512,3octanone,True,"Mushroom, earthy, fatty"
2-Isopropyl-3-methoxypyrazine,DONALD.csv,DONALD,21.1564666666667,547,21.162,73,6041859.754775872,2isopropyl3methoxypyrazine,True,"Green, earthy, potato peel-like"
Benzeneacetaldehyde,DONALD.csv,DONALD,22.0857166666667,581,22.076,178,1889902.966949512,benzeneacetaldehyde,True,"Honey, floral, sweet"
Hexanoic acid,DONALD.csv,DONALD,22.4619,594,22.472,43,834474.1236951272,hexanoicacid,True,"Fatty, sweaty, rancid"
"2-Propanone, 1-methoxy-",FARIDA.csv,FARIDA,2.16343333333333,9,2.157,56,54899.9258890843,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",FARIDA.csv,FARIDA,2.89238155723577,32,2.895,44,2660496.8357913992,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,FARIDA.csv,FARIDA,9.33615897855185,166,9.348,76,223967.44831915657,benzaldehyde,True,"Almond, cherry, sweet"
